playerid,baseprice,category,finalprice,playername,point,teamname,playerphoto,stats,nationality
E05,200,ALLROUNDER,650,"KIERON POLLARD",15,MI,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/playerheadshot/ipl/284/210.png,NULL,OVERSEAS
E06,200,ALLROUNDER,200,"DWAYNE BRAVO",14,NULL,https://parimatchnews.com/wp-content/uploads/2020/11/Dwayne-Bravo.png,NULL,OVERSEAS
E07,200,BOWLER,480,"LASITH MALINGA",15,GT,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Lasinga_Malinga_MI.jpg/220px-Lasinga_Malinga_MI.jpg,NULL,OVERSEAS
E08,200,BOWLER,200,"DALE STEYN",14,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316566.png",NULL,OVERSEAS
E09,200,BATSMAN,200,"GAUTAM GAMBIR",13,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319935.png",NULL,INDIAN
E10,200,BATSMAN,200,"VIRENDAR SEHWAG",13,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319953.png",NULL,INDIAN
E11,200,BATSMAN,320,"SURESH RAINA",14,RCB,https://english.revoi.in/wp-content/uploads/2021/07/suresh-raina-192x189.jpg,NULL,INDIAN
E12,200,ALLROUNDER,400,"YUVRAJ SINGH",14,LSG,https://static-files.cricket-australia.pulselive.com/headshots/440/11225-camedia.png,NULL,INDIAN
E13,200,ALLROUNDER,200,"YUSUF PATHAN",13,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322600/322695.png",NULL,INDIAN
E14,200,BOWLER,200,"ZAHEER KHAN",14,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319956.png",NULL,INDIAN
E15,200,BOWLER,200,"HARBHAJAN SINGH",14,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319937.png",NULL,INDIAN
E16,200,BOWLER,200,"ASHISH NEHRA",14,NULL,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319931.png",NULL,INDIAN
